flight,flight_id,approach_id,fixture_dir,era,era_family,recording_regime,failure_reason,Y_eligible,funnel_applicability,funnel_applicability_note,frozen_compound_signature_positive,full_dies_gt4p5_proxy,never_recertifies_le3p5,definition
A103,20260720T063147-790186c4,20260720T063147-790186c4:A1,20260720T063618-phase6k-cohort-2-redo,phase6k,phase6,cohort-2,NO_CERTIFIED_FULL_BELOW_3P5,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,True,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A104,20260720T063258-c38fd469,20260720T063258-c38fd469:A1,20260720T063618-phase6k-cohort-2-redo,phase6k,phase6,cohort-2,NO_CERTIFIED_FULL_BELOW_3P5,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,True,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A104,20260720T063258-c38fd469,20260720T063258-c38fd469:A2,20260720T063618-phase6k-cohort-2-redo,phase6k,phase6,cohort-2,FULL_BELOW_3P5_NOT_EZ_USABLE,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,False,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A105,20260720T063419-790186c4,20260720T063419-790186c4:A1,20260720T063618-phase6k-cohort-2-redo,phase6k,phase6,cohort-2,NO_CERTIFIED_FULL_BELOW_3P5,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,True,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A106,20260720T071008-5b501b4c,20260720T071008-5b501b4c:A1,20260720T071602-phase6l-cohort-3,phase6l,phase6,control,NO_CERTIFIED_FULL_BELOW_3P5,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,True,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A107,20260720T071112-cd18c5fb,20260720T071112-cd18c5fb:A1,20260720T071602-phase6l-cohort-3,phase6l,phase6,terminal_live,OK,True,current-gate,legal approach under current predicate,False,False,False,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A108,20260720T071220-5b501b4c,20260720T071220-5b501b4c:A1,20260720T071602-phase6l-cohort-3,phase6l,phase6,control,NO_CERTIFIED_FULL_BELOW_3P5,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,True,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A108,20260720T071220-5b501b4c,20260720T071220-5b501b4c:A2,20260720T071602-phase6l-cohort-3,phase6l,phase6,control,NO_CERTIFIED_FULL_BELOW_3P5,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,True,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A109,20260720T071333-cd18c5fb,20260720T071333-cd18c5fb:A1,20260720T071602-phase6l-cohort-3,phase6l,phase6,terminal_live,OK,True,current-gate,legal approach under current predicate,False,False,False,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A110,20260720T071439-5b501b4c,20260720T071439-5b501b4c:NO_CLOSE_EPOCH,20260720T071602-phase6l-cohort-3,phase6l,phase6,control,NO_CLOSE_FEATURE_EPOCH_LE4P5,False,era-behavioral,historical behavior/guards partly cured; descriptive only,True,True,True,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A111,20260720T071545-cd18c5fb,20260720T071545-cd18c5fb:A1,20260720T071602-phase6l-cohort-3,phase6l,phase6,terminal_live,NO_LEGAL_SIDE_MAINTENANCE_INTERVAL,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,False,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A112,20260720T133443-9aa0ef5c,20260720T133443-9aa0ef5c:A1,20260720T133508-phase7m-metrology-f1,phase7m,phase7,metrology,NO_CERTIFIED_FULL_BELOW_3P5,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,True,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A113,20260720T134522-9aa0ef5c,20260720T134522-9aa0ef5c:A1,20260720T134548-phase7m-metrology-f2,phase7m,phase7,metrology,NO_LEGAL_SIDE_MAINTENANCE_INTERVAL,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,False,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A113,20260720T134522-9aa0ef5c,20260720T134522-9aa0ef5c:A2,20260720T134548-phase7m-metrology-f2,phase7m,phase7,metrology,NO_PARALLEL_SIDE_PRODUCTION,False,era-behavioral,historical behavior/guards partly cured; descriptive only,False,False,False,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A113,20260720T134522-9aa0ef5c,20260720T134522-9aa0ef5c:A3,20260720T134548-phase7m-metrology-f2,phase7m,phase7,metrology,NO_CERTIFIED_FULL_BELOW_3P5,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,True,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A114,20260720T135008-9aa0ef5c,20260720T135008-9aa0ef5c:A1,20260720T135040-phase7m-metrology-f3,phase7m,phase7,metrology,OK,True,current-gate,legal approach under current predicate,False,False,False,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
A115,20260720T142917-9aa0ef5c,20260720T142917-9aa0ef5c:A1,20260720T142941-phase7m-metrology-f4,phase7m,phase7,metrology,NO_CERTIFIED_FULL_BELOW_3P5,False,current-gate,current replay gate/funnel remains applicable to cohort availability accounting,False,False,True,RESPONSE42/44 frozen: FULL dies >4.5m AND never re-certifies <=3.5m; no threshold moved
